center_id,latitude,longitude,street_name,mcpps,sector
snd-27921,47.561682,-122.404361,SW VILLA PL,ALKI,W
snd-27922,47.561911,-122.405030,BEACH DR SW,ALKI,W
snd-27923,47.562104,-122.398242,51ST PL SW,ALASKA JUNCTION,W
snd-27926,47.562088,-122.396228,50TH AVE SW,ALASKA JUNCTION,W
snd-27927,47.561186,-122.396573,SW ALASKA ST,ALASKA JUNCTION,W
snd-27928,47.562077,-122.394852,49TH AVE SW,ALASKA JUNCTION,W
snd-27929,47.561178,-122.395555,SW ALASKA ST,ALASKA JUNCTION,W
snd-27930,47.561423,-122.403043,56TH AVE SW,ALKI,W
snd-27931,47.562065,-122.393475,48TH AVE SW,ALASKA JUNCTION,W
snd-27932,47.561167,-122.394191,SW ALASKA ST,ALASKA JUNCTION,W
snd-27933,47.562055,-122.392171,47TH AVE SW,ALASKA JUNCTION,W
snd-27934,47.561156,-122.392847,SW ALASKA ST,ALASKA JUNCTION,W
snd-27935,47.562048,-122.390835,46TH AVE SW,ALASKA JUNCTION,W
snd-27936,47.561148,-122.391508,SW ALASKA ST,ALASKA JUNCTION,W
snd-27938,47.561261,-122.404248,BEACH DR SW,ALKI,W
snd-27939,47.562046,-122.389483,45TH AVE SW,ALASKA JUNCTION,W
snd-27940,47.561144,-122.390160,SW ALASKA ST,ALASKA JUNCTION,W
snd-27941,47.562042,-122.388130,44TH AVE SW,ALASKA JUNCTION,W
snd-27942,47.562042,-122.388810,GLENN WAY SW,ALASKA JUNCTION,W
snd-27943,47.561140,-122.388807,SW ALASKA ST,ALASKA JUNCTION,W
snd-27944,47.562009,-122.386777,CALIFORNIA AVE SW,ALASKA JUNCTION,W
snd-27945,47.561122,-122.387454,SW ALASKA ST,ALASKA JUNCTION,W
snd-27948,47.561973,-122.385457,42ND AVE SW,ALASKA JUNCTION,W
snd-27949,47.561089,-122.386118,SW ALASKA ST,ALASKA JUNCTION,W
snd-27951,47.561828,-122.380655,FAUNTLEROY WAY SW,ALASKA JUNCTION,W
snd-27952,47.562107,-122.381458,39TH AVE SW,ALASKA JUNCTION,W
snd-27953,47.561969,-122.384136,41ST AVE SW,ALASKA JUNCTION,W
snd-27954,47.561068,-122.384798,SW ALASKA ST,ALASKA JUNCTION,W
snd-27955,47.561055,-122.382130,SW ALASKA ST,ALASKA JUNCTION,W
snd-27956,47.561966,-122.382815,40TH AVE SW,ALASKA JUNCTION,W
snd-27957,47.561061,-122.383477,SW ALASKA ST,ALASKA JUNCTION,W
snd-27958,47.561670,-122.380078,38TH AVE SW,ALASKA JUNCTION,W
snd-27959,47.561095,-122.380760,SW ALASKA ST,ALASKA JUNCTION,W
snd-27960,47.561559,-122.378772,37TH AVE SW,ALASKA JUNCTION,W
snd-27961,47.561082,-122.379417,SW ALASKA ST,ALASKA JUNCTION,W
snd-27963,47.561553,-122.377453,36TH AVE SW,ALASKA JUNCTION,W
snd-27964,47.561076,-122.378112,SW ALASKA ST,ALASKA JUNCTION,W
snd-27965,47.561550,-122.376209,35TH AVE SW,NORTH DELRIDGE,W
snd-27966,47.561068,-122.376835,SW ALASKA ST,ALASKA JUNCTION,W
snd-27967,47.562005,-122.365482,26TH AVE SW,NORTH DELRIDGE,F
snd-27968,47.561096,-122.364850,SW ALASKA ST,NORTH DELRIDGE,F
snd-27969,47.561990,-122.363123,DELRIDGE WAY SW,NORTH DELRIDGE,F
snd-27970,47.561089,-122.363541,SW ALASKA ST,NORTH DELRIDGE,F
snd-27971,47.561085,-122.362516,SW ALASKA ST,NORTH DELRIDGE,F
snd-27973,47.561878,-122.361426,22ND AVE SW,PIGEON POINT,F
snd-27974,47.562039,-122.362231,23RD AVE SW,PIGEON POINT,F
snd-27977,47.561177,-122.354347,SW ALASKA ST,PIGEON POINT,F
snd-27980,47.562981,-122.352231,WEST MARGINAL WAY SW,COMMERCIAL DUWAMISH,F
snd-27981,47.561193,-122.352004,SW ALASKA ST,PIGEON POINT,F
snd-27993,47.560145,-122.397596,51ST AVE SW,ALKI,W
snd-27994,47.559403,-122.397953,SW EDMUNDS ST,ALKI,W
snd-27995,47.560279,-122.396259,50TH AVE SW,ALASKA JUNCTION,W
snd-27996,47.559380,-122.396952,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-27997,47.560268,-122.394895,49TH AVE SW,ALASKA JUNCTION,W
snd-27998,47.559369,-122.395603,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-27999,47.560258,-122.393547,48TH AVE SW,ALASKA JUNCTION,W
snd-28000,47.559358,-122.394239,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28001,47.560246,-122.392199,47TH AVE SW,ALASKA JUNCTION,W
snd-28002,47.559348,-122.392893,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28003,47.560243,-122.390857,46TH AVE SW,ALASKA JUNCTION,W
snd-28004,47.559341,-122.391549,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28005,47.559334,-122.389207,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28006,47.560235,-122.389515,45TH AVE SW,ALASKA JUNCTION,W
snd-28007,47.559333,-122.390212,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28008,47.560239,-122.388157,44TH AVE SW,ALASKA JUNCTION,W
snd-28009,47.559341,-122.388526,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28010,47.560216,-122.386804,CALIFORNIA AVE SW,ALASKA JUNCTION,W
snd-28011,47.559333,-122.387506,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28012,47.560196,-122.385484,42ND AVE SW,ALASKA JUNCTION,W
snd-28013,47.559322,-122.386169,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28014,47.560189,-122.384163,41ST AVE SW,ALASKA JUNCTION,W
snd-28015,47.559317,-122.384849,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28016,47.560171,-122.382835,40TH AVE SW,ALASKA JUNCTION,W
snd-28017,47.559312,-122.383519,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28018,47.560180,-122.381456,FAUNTLEROY WAY SW,ALASKA JUNCTION,W
snd-28019,47.559254,-122.382158,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28020,47.559253,-122.381139,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28021,47.560175,-122.380186,38TH AVE SW,ALASKA JUNCTION,W
snd-28026,47.560169,-122.378789,37TH AVE SW,ALASKA JUNCTION,W
snd-28027,47.559254,-122.379361,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28028,47.560171,-122.377479,36TH AVE SW,ALASKA JUNCTION,W
snd-28029,47.559267,-122.378175,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28030,47.560171,-122.376224,35TH AVE SW,NORTH DELRIDGE,W
snd-28031,47.559275,-122.376869,SW EDMUNDS ST,ALASKA JUNCTION,W
snd-28032,47.562188,-122.360385,21ST AVE SW,PIGEON POINT,F
snd-28033,47.560266,-122.360886,22ND AVE SW,PIGEON POINT,F
snd-28034,47.560278,-122.354759,PUGET WAY SW,PIGEON POINT,F
snd-28035,47.560188,-122.364221,25TH AVE SW,NORTH DELRIDGE,F
snd-28037,47.559291,-122.365512,26TH AVE SW,NORTH DELRIDGE,W
snd-28039,47.560181,-122.362884,DELRIDGE WAY SW,NORTH DELRIDGE,F
snd-28041,47.560306,-122.351724,WEST MARGINAL WAY SW,COMMERCIAL DUWAMISH,F
snd-28043,47.560179,-122.362171,COTTAGE PL SW,NORTH DELRIDGE,F
snd-28049,47.559750,-122.361558,23RD AVE SW,NORTH DELRIDGE,F
snd-28055,47.559081,-122.387186,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28057,47.558477,-122.360172,21ST AVE SW,NORTH DELRIDGE,F
snd-28058,47.558771,-122.388882,RUTAN PL SW,ALASKA JUNCTION,W
snd-28060,47.558097,-122.387823,LEWIS PL SW,ALASKA JUNCTION,W
snd-28066,47.558182,-122.388491,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28067,47.558501,-122.389584,45TH AVE SW,ALASKA JUNCTION,W
snd-28068,47.558465,-122.394929,49TH AVE SW,ALASKA JUNCTION,W
snd-28071,47.558457,-122.393584,48TH AVE SW,ALASKA JUNCTION,W
snd-28072,47.557566,-122.394274,SW HUDSON ST,ALASKA JUNCTION,W
snd-28074,47.558070,-122.397634,51ST AVE SW,ALASKA JUNCTION,W
snd-28076,47.558445,-122.392240,47TH AVE SW,ALASKA JUNCTION,W
snd-28077,47.557554,-122.392932,SW HUDSON ST,ALASKA JUNCTION,W
snd-28078,47.558430,-122.396331,50TH AVE SW,ALASKA JUNCTION,W
snd-28079,47.557491,-122.397022,SW HUDSON ST,ALASKA JUNCTION,W
snd-28080,47.557543,-122.391644,SW HUDSON ST,ALASKA JUNCTION,W
snd-28081,47.558430,-122.390902,46TH AVE SW,ALASKA JUNCTION,W
snd-28083,47.557470,-122.395636,SW HUDSON ST,ALASKA JUNCTION,W
snd-28084,47.557535,-122.390790,SW HUDSON ST,ALASKA JUNCTION,W
snd-28085,47.557599,-122.389712,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28088,47.557521,-122.389242,SW HUDSON ST,ALASKA JUNCTION,W
snd-28089,47.558411,-122.386856,CALIFORNIA AVE SW,ALASKA JUNCTION,W
snd-28090,47.557507,-122.387776,SW HUDSON ST,ALASKA JUNCTION,W
snd-28091,47.558399,-122.385536,42ND AVE SW,ALASKA JUNCTION,W
snd-28092,47.557492,-122.385967,SW HUDSON ST,ALASKA JUNCTION,W
snd-28093,47.557485,-122.385039,SW HUDSON ST,ALASKA JUNCTION,W
snd-28094,47.558391,-122.384216,41ST AVE SW,ALASKA JUNCTION,W
snd-28097,47.558375,-122.382874,40TH AVE SW,ALASKA JUNCTION,W
snd-28098,47.557472,-122.383233,SW HUDSON ST,ALASKA JUNCTION,W
snd-28099,47.558357,-122.381459,FAUNTLEROY WAY SW,ALASKA JUNCTION,W
snd-28100,47.557465,-122.382159,SW HUDSON ST,ALASKA JUNCTION,W
snd-28101,47.557457,-122.381130,SW HUDSON ST,ALASKA JUNCTION,W
snd-28103,47.558394,-122.380184,38TH AVE SW,ALASKA JUNCTION,W
snd-28104,47.558352,-122.378875,37TH AVE SW,ALASKA JUNCTION,W
snd-28105,47.557443,-122.379561,SW HUDSON ST,ALASKA JUNCTION,W
snd-28106,47.557437,-122.378228,SW HUDSON ST,ALASKA JUNCTION,W
snd-28107,47.558355,-122.376239,35TH AVE SW,ALASKA JUNCTION,W
snd-28108,47.557433,-122.376898,SW HUDSON ST,ALASKA JUNCTION,W
snd-28114,47.557339,-122.389983,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28115,47.557373,-122.390168,SW HUDSON ST,ALASKA JUNCTION,W
snd-28116,47.556906,-122.390031,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28117,47.556673,-122.389863,SW DAWSON ST,ALASKA JUNCTION,W
snd-28118,47.556591,-122.389042,SW DAWSON ST,ALASKA JUNCTION,W
snd-28119,47.556976,-122.392273,47TH AVE SW,ALASKA JUNCTION,W
snd-28120,47.556977,-122.386898,CALIFORNIA AVE SW,ALASKA JUNCTION,W
snd-28121,47.556983,-122.391147,46TH AVE SW,ALASKA JUNCTION,W
snd-28122,47.556401,-122.391721,SW HEINZE WAY,ALASKA JUNCTION,W
snd-28123,47.556540,-122.390185,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28124,47.556392,-122.390494,SW HEINZE WAY,ALASKA JUNCTION,W
snd-28125,47.556450,-122.387656,SW DAWSON ST,ALASKA JUNCTION,W
snd-28127,47.556579,-122.396363,50TH AVE SW,ALASKA JUNCTION,W
snd-28129,47.556615,-122.394964,49TH AVE SW,ALASKA JUNCTION,W
snd-28131,47.556606,-122.393623,48TH AVE SW,ALASKA JUNCTION,W
snd-28132,47.555658,-122.394312,SW DAWSON ST,ALASKA JUNCTION,W
snd-28133,47.556043,-122.390545,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28134,47.556023,-122.392295,47TH AVE SW,ALASKA JUNCTION,W
snd-28135,47.555648,-122.392973,SW DAWSON ST,ALASKA JUNCTION,W
snd-28136,47.556079,-122.386924,CALIFORNIA AVE SW,ALASKA JUNCTION,W
snd-28137,47.556591,-122.385447,42ND AVE SW,ALASKA JUNCTION,W
snd-28138,47.555692,-122.386204,SW DAWSON ST,ALASKA JUNCTION,W
snd-28139,47.556575,-122.384147,41ST AVE SW,ALASKA JUNCTION,W
snd-28140,47.555674,-122.384823,SW DAWSON ST,ALASKA JUNCTION,W
snd-28141,47.556560,-122.382847,40TH AVE SW,ALASKA JUNCTION,W
snd-28142,47.555657,-122.383524,SW DAWSON ST,ALASKA JUNCTION,W
snd-28143,47.556545,-122.381494,FAUNTLEROY WAY SW,ALASKA JUNCTION,W
snd-28144,47.555639,-122.382200,SW DAWSON ST,ALASKA JUNCTION,W
snd-28145,47.556588,-122.380249,38TH AVE SW,ALASKA JUNCTION,W
snd-28146,47.555642,-122.380896,SW DAWSON ST,ALASKA JUNCTION,W
snd-28147,47.555562,-122.390902,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28148,47.555924,-122.391166,46TH AVE SW,ALASKA JUNCTION,W
snd-28149,47.556523,-122.377575,36TH AVE SW,ALASKA JUNCTION,W
snd-28150,47.555616,-122.377915,SW DAWSON ST,ALASKA JUNCTION,W
snd-28151,47.556517,-122.376253,35TH AVE SW,NORTH DELRIDGE,W
snd-28152,47.555608,-122.376929,SW DAWSON ST,ALASKA JUNCTION,W
snd-28154,47.555599,-122.375893,SW DAWSON ST,NORTH DELRIDGE,W
snd-28155,47.555388,-122.391330,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28156,47.555484,-122.391894,SW DAWSON ST,ALASKA JUNCTION,W
snd-28158,47.555156,-122.391901,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28159,47.555315,-122.392310,47TH AVE SW,ALASKA JUNCTION,W
snd-28160,47.555251,-122.390642,46TH AVE SW,ALASKA JUNCTION,W
snd-28161,47.554834,-122.391159,SW ENGLEWOOD ST,ALASKA JUNCTION,W
snd-28163,47.555183,-122.380271,38TH AVE SW,ALASKA JUNCTION,W
snd-28164,47.554715,-122.392990,ERSKINE WAY SW,ALASKA JUNCTION,W
snd-28165,47.555048,-122.393653,48TH AVE SW,ALASKA JUNCTION,W
snd-28168,47.554184,-122.393667,48TH AVE SW,ALASKA JUNCTION,W
snd-28169,47.553931,-122.394343,SW BRANDON ST,MORGAN,W
snd-28170,47.554464,-122.392330,47TH AVE SW,ALASKA JUNCTION,W
snd-28171,47.553933,-122.393006,SW BRANDON ST,ALASKA JUNCTION,W
snd-28172,47.553952,-122.391369,SW BRANDON ST,ALASKA JUNCTION,W
snd-28173,47.554386,-122.390668,46TH AVE SW,ALASKA JUNCTION,W
snd-28174,47.553945,-122.390865,SW BRANDON ST,MORGAN,W
snd-28175,47.555294,-122.389730,45TH AVE SW,ALASKA JUNCTION,W
snd-28176,47.553937,-122.390225,SW BRANDON ST,MORGAN,W
snd-28177,47.555219,-122.388431,44TH AVE SW,ALASKA JUNCTION,W
snd-28178,47.553922,-122.389119,SW BRANDON ST,MORGAN,W
snd-28179,47.554796,-122.386961,CALIFORNIA AVE SW,ALASKA JUNCTION,W
snd-28180,47.553903,-122.387728,SW BRANDON ST,MORGAN,W
snd-28181,47.554778,-122.385499,42ND AVE SW,ALASKA JUNCTION,W
snd-28182,47.553882,-122.386256,SW BRANDON ST,MORGAN,W
snd-28183,47.554760,-122.384200,41ST AVE SW,ALASKA JUNCTION,W
snd-28184,47.553864,-122.384875,SW BRANDON ST,ALASKA JUNCTION,W
snd-28185,47.554743,-122.382900,40TH AVE SW,ALASKA JUNCTION,W
snd-28186,47.553847,-122.383576,SW BRANDON ST,MORGAN,W
snd-28187,47.554725,-122.381558,FAUNTLEROY WAY SW,ALASKA JUNCTION,W
snd-28188,47.553829,-122.382258,SW BRANDON ST,ALASKA JUNCTION,W
snd-28189,47.555625,-122.378930,37TH AVE SW,ALASKA JUNCTION,W
snd-28191,47.554704,-122.377606,36TH AVE SW,ALASKA JUNCTION,W
snd-28192,47.553801,-122.378284,SW BRANDON ST,ALASKA JUNCTION,W
snd-28193,47.554691,-122.376268,35TH AVE SW,NORTH DELRIDGE,W
snd-28194,47.553787,-122.376945,SW BRANDON ST,ALASKA JUNCTION,W
snd-28207,47.553058,-122.393686,48TH AVE SW,MORGAN,W
snd-28209,47.553061,-122.392361,47TH AVE SW,MORGAN,W
snd-28211,47.553057,-122.391073,46TH AVE SW,MORGAN,W
snd-28213,47.553040,-122.389794,45TH AVE SW,MORGAN,W
snd-28215,47.553023,-122.388494,44TH AVE SW,MORGAN,W
snd-28217,47.553001,-122.387013,CALIFORNIA AVE SW,MORGAN,W
snd-28219,47.552982,-122.385551,42ND AVE SW,MORGAN,W
snd-28221,47.552965,-122.384252,41ST AVE SW,MORGAN,W
snd-28223,47.552948,-122.382952,40TH AVE SW,MORGAN,W
snd-28225,47.552928,-122.381620,FAUNTLEROY WAY SW,MORGAN,W
snd-28229,47.552903,-122.378973,37TH AVE SW,ALASKA JUNCTION,W
snd-28231,47.552887,-122.377632,36TH AVE SW,ALASKA JUNCTION,W
snd-28238,47.571392,-122.367111,SW SPOKANE ST,COMMERCIAL DUWAMISH,W
snd-28239,47.571308,-122.370438,SPOKANE TURN RD,NORTH DELRIDGE,W
snd-28240,47.571389,-122.370362,SW SPOKANE ST,NORTH DELRIDGE,W
snd-28252,47.571874,-122.349170,11TH AVE SW,COMMERCIAL HARBOR ISLAND,W
snd-28264,47.570750,-122.409506,60TH AVE SW,ALKI,W
snd-28269,47.594450,-122.315873,S CHARLES ST,NORTH BEACON HILL,R
snd-28272,47.593111,-122.313536,STURGUS AVE S,NORTH BEACON HILL,R
snd-28276,47.594108,-122.317020,S CHARLES ST,NORTH BEACON HILL,R
snd-28283,47.593671,-122.315566,GOLF DR S,NORTH BEACON HILL,R
snd-28288,47.592870,-122.323004,AIRPORT WAY S,SODO,O
snd-28294,47.592403,-122.334816,S ROYAL BROUGHAM WAY,PIONEER SQUARE,K
snd-28295,47.592550,-122.323303,S ROYAL BROUGHAM WAY,SODO,O
snd-28296,47.592395,-122.333728,S ROYAL BROUGHAM WAY,PIONEER SQUARE,K
snd-28300,47.592394,-122.329442,S ROYAL BROUGHAM WAY,PIONEER SQUARE,K
snd-28302,47.592394,-122.328222,S ROYAL BROUGHAM WAY,CHINATOWN/INTERNATIONAL DISTRICT,K
snd-28304,47.592396,-122.326612,S ROYAL BROUGHAM WAY,CHINATOWN/INTERNATIONAL DISTRICT,K
snd-28305,47.592170,-122.322471,AIRPORT WAY S,SODO,O
snd-28308,47.592393,-122.324937,S ROYAL BROUGHAM WAY,SODO,O
snd-28317,47.592687,-122.317281,12TH AVE S,NORTH BEACON HILL,R
snd-28318,47.591540,-122.317644,S JUDKINS ST,NORTH BEACON HILL,R
snd-28319,47.591541,-122.316634,S JUDKINS ST,NORTH BEACON HILL,R
snd-28320,47.592225,-122.314833,14TH AVE S,NORTH BEACON HILL,R
snd-28321,47.591543,-122.315413,S JUDKINS ST,NORTH BEACON HILL,R
snd-28322,47.591549,-122.312531,S JUDKINS ST,NORTH BEACON HILL,R
snd-28324,47.591127,-122.322480,AIRPORT WAY S,SODO,O
snd-28325,47.590758,-122.322286,S ADDITION ST,SODO,O
snd-28326,47.591509,-122.323289,AIRPORT WAY S,SODO,O
snd-28329,47.590565,-122.336950,S ATLANTIC ST,PIONEER SQUARE,K
snd-28331,47.590834,-122.311773,STURGUS AVE S,NORTH BEACON HILL,R
snd-28333,47.590313,-122.335569,S ATLANTIC ST,PIONEER SQUARE,K
snd-28334,47.591354,-122.334195,1ST AVE S,PIONEER SQUARE,K
snd-28335,47.590312,-122.334657,S ATLANTIC ST,PIONEER SQUARE,K
snd-28338,47.590312,-122.333729,EDGAR MARTINEZ DR S,PIONEER SQUARE,K
snd-28340,47.589937,-122.329982,3RD AVE S,SODO,O
snd-28341,47.591930,-122.329048,4TH AVE S,CHINATOWN/INTERNATIONAL DISTRICT,K
snd-28343,47.590310,-122.325969,6TH AVE S,SODO,O
snd-28345,47.590468,-122.322481,AIRPORT WAY S,SODO,O
snd-28346,47.590370,-122.322624,AIRPORT WAY S,SODO,O
snd-28349,47.590764,-122.317280,12TH AVE S,NORTH BEACON HILL,R
snd-28350,47.589987,-122.317601,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28351,47.590048,-122.322398,AIRPORT WAY S,SODO,O
snd-28352,47.589919,-122.321985,S ATLANTIC ST,SODO,O
snd-28353,47.590765,-122.315988,13TH AVE S,NORTH BEACON HILL,R
snd-28354,47.589988,-122.316634,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28356,47.590766,-122.314845,14TH AVE S,NORTH BEACON HILL,R
snd-28357,47.589989,-122.315420,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28358,47.590767,-122.314034,15TH AVE S,NORTH BEACON HILL,R
snd-28359,47.589989,-122.314341,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28360,47.590292,-122.313254,SANDER RD S,NORTH BEACON HILL,R
snd-28362,47.590414,-122.312727,16TH AVE S,NORTH BEACON HILL,R
snd-28363,47.589989,-122.312880,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28365,47.589989,-122.312159,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28367,47.589989,-122.311082,S ATLANTIC ST,NORTH BEACON HILL,R
snd-28389,47.589084,-122.321771,AIRPORT WAY S,SODO,O
snd-28402,47.589577,-122.304520,S ATLANTIC ST,MOUNT BAKER,R
snd-28404,47.589578,-122.303620,S ATLANTIC ST,MOUNT BAKER,R
snd-28409,47.589791,-122.286611,S DAY ST,MOUNT BAKER,R
snd-28427,47.589448,-122.295399,S ATLANTIC ST,MOUNT BAKER,R
snd-28429,47.589441,-122.294203,S ATLANTIC ST,MOUNT BAKER,R
snd-28431,47.590415,-122.293446,30TH AVE S,MADRONA/LESCHI,G
snd-28433,47.589436,-122.293297,S ATLANTIC ST,MOUNT BAKER,R
snd-28436,47.589429,-122.291957,S ATLANTIC ST,MOUNT BAKER,R
snd-28441,47.589428,-122.291218,S ATLANTIC ST,MOUNT BAKER,R
snd-28444,47.588912,-122.309473,18TH AVE S,NORTH BEACON HILL,R
snd-28445,47.589145,-122.290487,33RD AVE S,MOUNT BAKER,R
snd-28449,47.589504,-122.337806,ALASKAN WAY S,SODO,O
snd-28450,47.588527,-122.339186,S MASSACHUSETTS ST,SODO,O
snd-28454,47.589285,-122.336703,COLORADO AVE S,SODO,O
snd-28456,47.588841,-122.289861,S ATLANTIC ST,MOUNT BAKER,R
snd-28457,47.589271,-122.335120,UTAH AVE S,SODO,O
snd-28458,47.588230,-122.335789,S MASSACHUSETTS ST,SODO,O
snd-28460,47.589270,-122.334196,1ST AVE S,SODO,O
snd-28461,47.588229,-122.334658,S MASSACHUSETTS ST,SODO,O
snd-28463,47.589270,-122.333264,OCCIDENTAL AVE S,SODO,O
snd-28464,47.588228,-122.333731,S MASSACHUSETTS ST,SODO,O
snd-28465,47.589212,-122.317278,12TH AVE S,NORTH BEACON HILL,R
snd-28466,47.588437,-122.317592,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28468,47.589262,-122.313750,15TH AVE S,NORTH BEACON HILL,R
snd-28469,47.588474,-122.313489,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28470,47.589213,-122.315984,13TH AVE S,NORTH BEACON HILL,R
snd-28471,47.588437,-122.316629,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28473,47.589266,-122.314856,14TH AVE S,NORTH BEACON HILL,R
snd-28474,47.588437,-122.315420,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28475,47.589310,-122.286193,LAKESIDE AVE S,MOUNT BAKER,R
snd-28479,47.588785,-122.285908,S ATLANTIC ST,MOUNT BAKER,R
snd-28483,47.588441,-122.311871,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28484,47.588227,-122.328438,S MASSACHUSETTS ST,SODO,O
snd-28486,47.589211,-122.310545,17TH AVE S,NORTH BEACON HILL,R
snd-28487,47.588435,-122.310770,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28489,47.588227,-122.326490,S MASSACHUSETTS ST,SODO,O
snd-28491,47.588431,-122.310006,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28492,47.588906,-122.308394,19TH AVE S,NORTH BEACON HILL,R
snd-28493,47.588425,-122.308929,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28495,47.588226,-122.324734,S MASSACHUSETTS ST,SODO,O
snd-28496,47.588873,-122.307316,VALENTINE PL S,NORTH BEACON HILL,R
snd-28497,47.588420,-122.307851,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28499,47.588225,-122.322445,S MASSACHUSETTS ST,SODO,O
snd-28500,47.588415,-122.306773,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28501,47.588491,-122.305889,RAINIER AVE S,NORTH BEACON HILL,R
snd-28502,47.588412,-122.306031,S MASSACHUSETTS ST,NORTH BEACON HILL,R
snd-28503,47.588991,-122.305165,21ST AVE S,MOUNT BAKER,R
snd-28504,47.588409,-122.305490,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28505,47.588988,-122.303876,22ND AVE S,MOUNT BAKER,R
snd-28506,47.588403,-122.304513,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28507,47.589344,-122.302351,23RD AVE S,MOUNT BAKER,R
snd-28508,47.588387,-122.303233,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28510,47.588360,-122.301941,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28511,47.588897,-122.300148,25TH AVE S,MOUNT BAKER,R
snd-28512,47.588334,-122.300723,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28513,47.588893,-122.299097,26TH AVE S,MOUNT BAKER,R
snd-28514,47.588319,-122.299631,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28516,47.588314,-122.298578,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28517,47.588664,-122.296992,28TH AVE S,MOUNT BAKER,R
snd-28518,47.588308,-122.297525,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28519,47.588875,-122.295935,BRADNER PL S,MOUNT BAKER,R
snd-28520,47.588302,-122.296472,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28521,47.588870,-122.294882,29TH AVE S,MOUNT BAKER,R
snd-28522,47.588297,-122.295419,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28524,47.588104,-122.314860,14TH AVE S,NORTH BEACON HILL,R
snd-28525,47.587771,-122.315132,S STATE ST,NORTH BEACON HILL,R
snd-28526,47.588122,-122.313782,15TH AVE S,NORTH BEACON HILL,R
snd-28527,47.588029,-122.312703,16TH AVE S,NORTH BEACON HILL,R
snd-28528,47.587766,-122.313243,S STATE ST,NORTH BEACON HILL,R
snd-28530,47.588723,-122.293587,30TH AVE S,MOUNT BAKER,R
snd-28531,47.588138,-122.294896,29TH AVE S,MOUNT BAKER,R
snd-28532,47.588093,-122.310543,17TH AVE S,NORTH BEACON HILL,R
snd-28533,47.587756,-122.311080,S STATE ST,NORTH BEACON HILL,R
snd-28534,47.588713,-122.292534,31ST AVE S,MOUNT BAKER,R
snd-28535,47.587987,-122.293064,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28536,47.587986,-122.294245,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28537,47.587983,-122.292276,S MASSACHUSETTS ST,MOUNT BAKER,R
snd-28538,47.588088,-122.309465,18TH AVE S,NORTH BEACON HILL,R
